num1,num2,num3,num4,num5,mb
02,07,18,32,53,18
02,09,14,37,42,41
09,10,13,31,50,10
10,31,36,37,43,15
24,29,37,48,50,19
10,19,24,37,44,27
03,08,21,28,52,43
02,10,13,36,38,18
02,28,38,42,55,25
03,20,43,47,52,26
03,04,14,18,27,13
06,14,50,55,56,1
11,12,17,21,23,20
08,18,22,24,38,23
10,13,20,28,36,9
10,20,29,47,48,38
04,10,26,32,41,31
04,23,24,28,32,31
04,13,20,29,48,36
11,19,40,43,44,33
06,17,24,43,55,36
02,14,26,50,56,12
07,13,30,33,54,30
04,13,20,22,56,32
11,30,40,48,52,42
02,07,10,16,29,8
16,19,39,44,49,26
12,18,28,36,43,19
02,15,18,20,39,34
07,11,14,15,34,14
01,31,33,34,50,41
08,18,45,47,50,36
01,10,12,32,36,25
03,04,15,27,37,35
01,02,13,19,27,21
12,17,21,23,30,24
11,36,37,41,55,7
04,12,13,21,27,46
06,13,33,34,42,25
12,18,28,48,54,6
12,13,15,17,50,23
12,27,44,45,51,30
03,11,20,29,39,26
05,14,17,19,24,25
15,20,23,26,30,17
11,13,19,37,40,26
20,21,40,47,56,12
26,33,43,46,54,9
02,07,20,34,50,40
09,21,31,36,43,8
14,20,41,47,53,40
23,37,41,50,55,6
19,26,28,37,52,18
05,08,10,34,42,25
10,16,31,48,50,44
03,12,27,39,47,32
15,18,39,48,53,3
16,43,44,52,56,26
02,17,22,30,31,19
01,11,24,38,44,41
23,41,46,47,52,22
03,25,28,29,40,13
10,31,45,50,54,25
03,22,48,52,56,13
02,15,25,48,53,41
14,16,18,19,29,16
11,31,34,44,52,32
09,12,47,48,56,25
04,14,29,54,56,40
04,16,36,40,53,18
01,22,39,42,46,36
11,12,21,29,45,5
14,16,17,33,47,23
02,17,20,26,48,12
10,20,45,51,53,41
06,07,26,27,49,9
01,10,22,23,38,19
07,08,38,39,48,22
08,13,27,28,52,9
04,05,34,38,41,18
04,07,19,21,38,29
05,09,31,37,56,16
18,20,31,36,43,33
13,28,39,50,55,10
06,08,27,40,41,21
02,05,29,35,51,3
03,33,35,39,45,13
10,20,30,44,49,24
27,31,32,36,47,35
02,21,27,34,44,45
20,23,28,30,46,29
04,33,41,51,56,38
17,30,39,52,53,21
12,25,37,39,45,11
10,11,35,37,50,12
03,04,07,16,56,39
08,22,27,49,50,28
27,43,45,49,54,44
08,21,29,34,37,15
07,11,27,40,46,8
05,18,23,31,38,20
04,15,17,29,38,20
07,13,37,46,51,2
27,45,48,54,56,2
13,17,25,45,55,8
10,13,18,33,51,43
17,31,34,45,51,24
03,14,21,24,51,14
09,33,51,53,56,39
15,24,51,53,55,11
02,21,25,45,50,21
07,27,42,49,52,19
26,29,33,39,46,24
18,27,31,36,52,33
29,30,32,35,41,39
16,27,48,49,54,2
04,10,18,28,50,35
02,04,06,21,44,37
02,09,28,51,53,19
01,17,31,37,54,31
03,12,19,22,40,2
09,38,44,48,49,13
04,05,26,37,56,25
08,22,25,33,35,46
06,12,15,32,42,40
07,18,35,45,56,3
01,28,34,42,50,27
17,35,44,52,56,22
04,17,24,25,48,34
03,06,43,51,52,36
03,08,21,50,52,2
08,17,40,47,50,13
20,29,35,45,53,41
05,10,26,27,28,4
25,27,35,38,39,28
05,06,07,11,25,31
07,34,49,54,55,34
11,15,17,29,46,16
12,14,16,31,50,9
04,09,12,16,46,44
09,15,21,26,45,25
06,11,20,32,44,38
05,17,31,36,56,46
05,20,38,41,52,20
09,13,26,30,35,33
23,30,36,39,48,34
09,18,21,37,55,33
03,29,34,42,49,29
02,04,09,15,42,13
07,12,24,36,48,27
04,08,10,14,51,31
12,27,29,32,34,34
05,23,38,39,54,3
09,16,24,40,43,35
15,20,24,36,44,6
09,20,21,48,49,7
05,24,37,47,52,6
05,13,26,35,45,32
04,11,22,48,50,42
18,25,36,42,51,22
02,04,13,17,36,15
16,22,38,39,48,42
14,39,47,48,53,29
10,15,24,38,50,19
04,25,34,43,44,45
15,16,20,39,40,26
09,15,24,28,31,17
10,12,26,46,50,23
02,27,31,39,40,23
11,18,37,46,55,45
26,32,35,43,52,10
24,37,44,50,56,35
01,27,28,35,40,6
21,28,41,45,55,24
01,09,23,27,33,24
25,36,37,40,51,20
18,29,38,43,47,7
02,12,18,28,31,3
04,15,29,43,56,29
13,16,19,53,55,2
03,11,12,14,21,25
02,17,20,27,28,7
01,09,10,35,46,9
02,04,21,39,51,29
22,25,33,36,48,40
23,25,30,45,50,8
03,11,12,19,33,30
02,11,19,21,34,38
01,22,29,44,52,39
06,19,29,33,37,31
01,08,13,27,41,45
03,13,16,39,54,32
10,14,16,29,40,6
10,16,19,27,48,25
11,12,26,31,33,27
21,27,46,52,55,14
02,17,22,32,51,35
10,30,44,46,48,44
02,11,22,51,52,46
01,22,52,53,56,45
10,15,22,52,53,12
03,18,19,30,34,3
05,27,38,42,55,41
14,24,32,43,44,21
10,21,23,41,55,9
02,07,17,29,47,40
06,39,45,46,48,36
05,33,34,47,52,18
16,19,39,42,44,38
07,15,27,28,31,35
14,35,41,42,51,23
14,15,43,46,48,21
02,25,35,38,42,34
13,28,32,41,52,16
09,30,35,39,49,36
06,13,14,31,36,36
09,32,34,43,52,4
02,09,41,48,51,37
13,24,39,51,52,44
01,12,14,25,35,38
22,23,28,49,52,2
01,06,15,27,46,39
14,23,43,44,54,39
21,25,26,50,51,22
06,16,24,34,36,30
12,13,15,41,42,37
09,18,19,26,40,38
08,23,29,30,53,7
02,07,23,38,40,40
11,17,28,32,50,33
09,21,36,38,55,13
09,13,17,18,56,2
11,13,20,30,42,3
02,16,19,35,52,17
02,16,23,29,32,46
17,29,36,53,55,26
19,24,34,45,51,40
05,14,16,39,51,34
01,20,22,29,41,35
01,03,12,19,20,28
01,22,33,43,52,36
08,14,22,39,50,44
10,22,36,50,53,39
11,17,25,36,42,13
05,14,25,47,49,36
08,09,14,38,44,36
03,05,15,43,51,11
08,09,43,44,54,27
04,19,24,32,54,5
39,40,47,53,55,32
14,24,32,45,49,17
04,08,11,22,30,4
02,14,26,32,41,32
06,11,39,46,47,26
20,24,27,31,47,15
16,31,43,46,56,22
04,21,46,53,54,26
08,28,37,53,55,26
19,24,35,44,51,26
19,32,37,45,52,41
03,22,31,48,54,9
24,28,36,50,53,29
12,13,27,48,50,30
14,18,27,31,42,7
08,09,31,37,44,38
03,05,40,45,49,17
04,17,26,46,56,25
07,26,27,40,43,10
38,42,43,48,53,12
05,08,17,19,41,21
13,15,20,25,44,37
03,12,18,25,52,21
04,13,35,41,47,44
19,32,33,41,48,12
07,15,30,33,56,22
05,17,22,26,55,38
09,12,30,36,55,15
07,12,13,19,22,10
01,38,42,55,56,34
07,11,26,30,53,14
14,27,39,47,50,12
21,30,43,46,50,18
04,05,17,40,51,38
03,14,30,44,56,5
08,23,39,40,42,24
05,12,22,38,56,22
12,15,22,25,33,2
12,22,33,43,44,15
21,30,42,44,50,6
22,36,42,45,55,42
10,29,45,52,54,10
24,31,39,40,56,32
13,16,25,30,54,11
02,19,22,28,54,25
14,19,20,43,53,7
03,23,46,48,49,2
04,07,12,17,30,44
06,25,27,30,45,46
12,18,26,28,51,35
16,27,30,45,53,43
05,06,12,26,51,7
09,10,26,29,39,10
18,21,33,42,56,11
14,20,23,42,43,6
12,13,30,31,39,29
15,26,36,39,40,45
11,33,41,42,46,21
03,17,43,46,47,2
01,03,34,49,52,19
02,08,44,46,51,22
12,20,24,38,51,3
02,07,45,52,53,18
05,15,18,23,46,14
01,02,05,41,44,25
21,26,34,44,54,23
01,10,17,32,51,44
10,19,37,40,48,1
28,37,40,43,44,20
04,13,20,25,33,42
02,19,23,47,54,16
05,21,23,33,45,43
20,24,31,34,49,8
05,09,12,33,40,27
09,10,17,21,35,6
14,19,27,34,48,3
03,06,11,42,46,38
08,18,22,40,44,11
37,40,48,53,56,44
04,21,46,51,53,5
08,38,54,55,56,2
02,08,33,38,53,12
05,08,09,24,34,17
10,20,32,33,54,39
36,41,50,55,56,9
16,29,42,46,51,40
05,18,37,39,43,42
07,12,35,54,55,2
08,17,20,23,50,17
06,13,30,41,52,26
16,30,38,46,51,5
07,39,41,48,53,21
19,24,30,34,56,19
03,09,12,25,47,37
21,35,37,39,40,35
01,17,40,51,52,7
04,10,20,29,45,21
11,14,21,24,31,23
05,16,31,49,54,19
01,05,16,26,30,21
03,13,19,31,50,21
06,26,29,31,39,31
27,35,38,49,56,15
12,19,29,32,48,9
02,24,44,51,54,7
10,14,22,42,43,1
02,07,11,22,36,35
13,23,24,30,44,5
06,13,42,46,56,42
28,30,33,48,54,25
16,24,41,43,54,36
04,09,20,45,55,34
11,16,31,52,53,42
05,07,26,38,56,15
08,10,35,36,43,14
01,09,10,23,53,40
01,04,11,31,47,37
11,14,21,25,26,33
07,15,16,19,28,10
24,32,34,36,39,6
16,26,33,34,46,38
15,23,37,48,53,22
18,25,34,35,42,6
18,21,35,51,53,36
07,21,46,49,55,15
17,25,36,40,43,9
07,11,16,38,49,35
10,13,25,42,43,30
16,22,29,39,42,20
14,21,33,35,51,43
18,31,44,45,48,18
03,18,21,38,50,43
01,09,26,46,51,11
17,35,40,46,48,41
03,09,24,29,41,41
32,39,46,48,49,41
16,21,35,36,46,38
22,33,35,40,53,15
14,18,44,52,56,25
16,17,36,49,54,14
03,05,15,26,53,35
04,28,30,31,35,17
04,08,15,33,52,10
12,14,26,40,42,22
07,11,26,38,54,13
02,12,44,46,51,6
09,10,38,51,53,1
03,04,10,39,50,29
07,12,25,44,53,3
05,12,15,25,34,43
09,32,37,42,48,7
06,07,17,28,40,39
20,30,31,35,49,23
01,15,29,32,45,8
06,09,13,43,46,45
16,22,23,37,53,35
07,14,24,41,56,7
14,35,40,47,48,35
07,13,20,42,47,9
05,19,25,30,50,42
09,20,24,25,36,23
11,42,52,53,55,28
13,22,33,51,52,42
08,10,22,25,55,22
05,34,40,45,46,21
15,22,26,30,32,31
05,25,41,48,51,35
09,13,23,29,54,34
06,18,20,28,38,37
24,27,42,47,50,8
14,30,35,40,43,2
01,11,20,21,46,18
06,19,32,33,40,39
03,25,43,45,55,40
03,06,38,42,45,30
07,12,17,22,43,16
02,19,44,45,56,43
06,26,33,39,55,1
03,16,25,30,44,42
09,17,34,52,53,2
01,32,36,42,53,4
05,06,51,53,55,12
15,25,37,38,52,4
17,24,35,46,54,33
03,04,05,07,36,16
05,12,13,46,50,10
10,12,22,44,48,16
14,16,38,40,49,29
01,05,13,18,33,30
02,24,31,50,55,44
14,29,32,43,49,14
02,13,23,32,35,4
07,21,24,41,51,10
18,26,35,36,43,24
12,13,29,49,52,20
13,25,26,28,56,39
05,14,34,36,52,42
07,15,27,46,56,39
09,15,31,42,45,41
20,40,46,48,54,27
02,14,20,29,44,32
13,17,24,34,56,24
11,21,37,53,54,12
27,30,36,38,45,13
01,20,23,24,33,29
08,17,18,26,47,37
05,29,35,52,53,9
03,10,18,36,38,41
02,13,28,34,45,36
12,14,20,47,48,24
17,21,28,48,54,1
05,12,31,51,56,1
07,24,40,48,50,15
06,36,39,45,52,45
07,15,24,43,44,22
08,20,39,53,55,10
07,11,22,27,31,33
16,29,32,36,55,12
01,20,32,37,39,9
02,04,07,27,41,4
13,14,25,34,50,6
08,10,18,29,33,10
02,12,45,46,56,20
01,18,31,46,52,37
09,25,48,51,56,7
04,07,19,50,52,15
14,18,35,39,49,14
01,02,17,47,49,19
04,16,17,28,31,8
08,11,23,48,52,5
27,28,30,42,50,22
04,17,18,51,54,31
15,27,36,38,42,32
25,29,38,39,46,4
02,04,35,36,48,22
03,05,12,16,34,27
14,23,27,36,45,36
16,25,31,43,46,28
27,36,43,49,54,33
24,39,40,43,46,2
02,16,25,30,48,26
29,31,32,41,52,42
01,35,53,54,56,44
02,07,08,18,29,46
31,34,36,51,55,4
18,22,28,44,53,46
24,32,37,39,40,44
05,21,27,44,53,36
07,27,32,37,38,30
08,11,28,37,53,12
15,19,20,32,38,21
14,20,25,40,44,37
11,24,27,49,55,23
10,37,39,49,54,8
06,20,23,40,56,36
14,25,26,31,56,17
09,10,12,22,41,4
14,15,31,32,43,20
06,10,26,30,33,16
03,12,21,38,44,45
07,08,47,51,52,5
05,25,31,33,34,41
09,22,37,41,43,30
08,18,21,42,46,11
02,04,05,40,48,7
09,14,34,50,51,40
08,16,21,25,27,16
07,09,41,53,54,38
05,18,21,28,36,20
08,17,25,28,53,1
07,12,18,31,55,30
11,17,28,29,36,42
03,12,16,32,33,15
06,20,24,25,34,44
24,30,42,53,54,20
02,04,23,27,36,37
12,24,28,29,36,41
01,03,14,30,52,10
14,17,26,27,28,5
06,07,20,41,51,38
35,36,40,42,52,45
05,16,41,46,50,1
13,24,44,48,52,30
15,28,43,51,52,11
01,08,27,31,50,40
01,04,14,45,53,33
19,32,42,49,56,29
05,20,38,47,54,35
06,07,08,13,40,12
02,13,18,36,46,36
09,15,20,24,55,3
08,37,38,45,54,21
13,35,36,43,52,5
03,05,48,50,53,4
17,22,39,50,52,46
04,16,23,25,40,22
01,10,18,29,55,8
07,18,27,35,54,34
07,13,48,51,54,11
09,13,25,36,48,2
05,17,32,39,53,36
09,23,45,48,50,3
22,38,48,50,55,29
14,25,41,42,50,40
02,20,37,43,46,4
14,43,44,50,56,7
09,13,40,46,50,30
16,35,40,49,50,34
01,10,29,48,49,36
14,29,31,37,50,34
07,14,28,46,47,25
04,06,14,28,47,42
05,13,22,37,38,11
07,17,22,34,50,24
09,28,39,40,45,24
03,06,27,40,44,9
07,09,10,29,44,17
21,23,27,33,39,8
11,25,38,40,42,40
07,12,25,50,51,19
07,17,42,46,52,47
02,05,07,28,46,21
18,22,33,34,42,16
23,25,43,46,49,26
05,06,14,42,47,3
25,26,37,39,49,29
15,20,43,47,50,24
05,13,17,33,35,35
04,19,45,51,52,22
11,19,28,32,45,10
07,17,18,30,42,38
11,18,19,45,49,2
06,11,27,37,43,34
02,09,28,29,48,33
14,26,27,34,44,27
18,19,31,35,36,17
08,14,15,22,31,13
07,10,13,35,39,21
01,08,18,39,48,1
04,13,37,38,50,24
15,18,28,41,45,27
01,19,31,35,42,34
03,16,20,21,38,10
06,14,21,24,50,28
08,11,14,23,25,21
03,12,14,30,52,34
03,17,21,42,44,35
25,31,39,47,52,43
02,10,21,25,45,22
17,27,39,40,41,21
10,23,28,39,51,5
15,19,24,40,47,50
02,23,24,35,45,18
02,08,14,15,51,38
03,06,07,12,32,30
10,14,45,47,51,20
18,29,32,38,43,50
09,20,22,41,42,10
07,22,27,31,38,12
16,34,38,42,47,1
14,27,32,34,40,2
22,23,37,42,47,15
01,19,22,32,49,29
12,32,37,41,52,13
10,20,22,28,52,4
07,09,18,37,43,34
08,30,32,35,51,17
01,12,24,36,51,38
09,10,27,28,30,18
05,31,33,35,51,1
11,20,26,28,52,7
03,29,30,41,43,1
24,32,42,49,50,3
10,18,26,31,41,48
14,25,39,43,49,27
03,07,20,24,43,36
06,13,19,34,50,33
04,08,24,30,36,25
04,18,19,39,51,13
16,17,21,33,41,6
08,34,39,48,49,47
08,10,17,24,39,52
01,18,39,42,50,35
11,26,30,49,50,52
01,03,15,19,29,39
03,16,25,38,49,4
12,35,37,38,50,49
11,17,27,45,52,5
13,30,36,38,51,35
04,14,34,38,44,10
14,15,25,42,44,3
05,25,38,46,47,14
02,05,21,47,50,46
12,17,34,37,39,34
22,23,26,28,36,10
14,31,41,45,48,20
18,25,29,31,44,33
04,23,33,38,49,7
01,02,13,16,22,31
16,19,21,34,35,22
08,10,11,13,24,46
05,12,25,35,37,12
06,15,21,32,44,13
03,21,22,35,44,7
13,31,37,39,52,38
11,23,25,29,45,16
06,07,08,31,48,19
10,25,38,39,50,12
10,13,19,28,38,1
18,19,29,32,42,32
09,10,17,41,52,19
07,10,11,15,51,23
18,23,27,29,44,24
12,28,36,39,52,36
17,24,29,37,45,43
04,16,18,41,47,46
07,16,17,26,48,15
13,27,36,39,51,33
05,18,34,36,39,43
04,20,27,38,49,31
02,36,44,46,51,45
10,19,32,36,46,6
09,25,30,34,37,30
14,17,19,44,50,17
03,15,29,37,39,40
15,21,32,39,50,34
01,10,17,23,35,45
08,22,25,47,48,27
12,22,37,46,48,49
06,24,29,42,51,41
13,36,39,50,51,34
02,08,10,11,23,40
08,17,29,32,39,49
08,17,25,46,47,13
03,27,31,41,45,33
08,10,17,37,49,20
12,22,35,39,46,32
06,09,14,32,50,4
03,28,45,49,51,52
04,29,32,35,36,11
16,23,29,36,51,49
30,40,47,49,52,3
25,30,35,40,50,4
02,09,24,36,52,44
06,11,43,49,52,21
01,13,20,21,30,24
02,08,34,36,52,21
14,30,42,43,45,30
03,07,10,22,32,23
01,06,16,30,49,13
09,21,26,35,41,17
17,28,30,40,51,44
06,10,20,38,50,27
10,18,33,46,51,13
05,07,14,21,45,36
12,26,41,44,49,44
03,17,18,21,45,21
24,32,38,47,49,12
07,13,15,25,32,9
07,08,36,44,48,9
12,18,21,32,46,49
01,10,17,20,29,36
02,13,21,22,49,52
05,10,17,35,39,38
16,24,31,46,47,47
09,16,32,45,46,26
04,14,15,24,48,41
01,12,15,18,44,42
10,13,24,34,49,4
19,26,31,44,50,19
22,32,37,40,41,52
14,26,28,36,42,14
04,11,25,30,52,36
03,13,31,41,42,52
02,05,17,21,22,43
06,18,23,26,30,31
16,24,43,44,45,22
06,12,13,36,46,3
06,09,20,40,47,26
08,09,16,30,31,15
18,34,46,51,52,38
14,20,31,46,48,18
18,19,21,33,40,29
04,19,36,42,48,13
01,02,22,40,41,43
19,21,30,31,52,51
02,26,37,40,46,49
05,29,32,45,52,29
05,16,24,49,51,28
13,14,24,34,47,13
15,20,24,30,46,42
16,22,23,38,46,45
14,15,30,39,46,30
07,09,28,41,42,19
22,26,27,32,39,14
08,11,17,42,52,10
09,28,42,44,49,47
04,19,31,32,51,31
07,11,24,28,52,16
01,16,20,41,52,13
08,11,18,35,51,26
06,09,35,40,43,42
07,32,34,38,44,49
02,11,27,30,33,46
01,17,19,32,42,33
33,46,47,50,51,30
01,05,31,38,47,3
29,30,34,38,44,39
01,26,33,43,48,22
01,04,10,16,18,10
02,09,27,29,35,18
06,07,22,37,46,8
28,32,39,45,48,31
01,14,20,31,40,43
02,26,43,44,47,31
01,02,03,12,37,35
27,31,34,40,52,1
12,15,16,20,51,33
14,15,23,32,52,37
10,14,28,39,40,35
04,20,25,29,32,20
01,21,28,33,51,3
10,11,17,20,26,3
12,20,31,33,50,17
02,16,36,44,49,3
05,10,16,26,39,52
17,20,47,49,50,34
01,10,20,22,28,39
05,14,32,44,52,24
02,05,19,32,34,52
06,08,09,33,35,32
01,12,32,48,51,29
03,09,15,28,52,7
05,15,24,50,52,3
16,29,31,39,52,21
15,26,27,38,39,46
08,10,24,38,45,6
06,22,28,31,40,18
07,12,26,45,47,36
08,12,21,27,29,15
15,21,37,40,42,7
06,17,18,40,50,8
13,14,16,29,49,29
03,06,14,31,33,8
10,15,26,28,39,10
07,10,32,36,41,33
02,26,36,37,41,22
11,16,26,48,49,13
02,04,06,37,47,38
21,28,29,40,51,20
12,22,29,42,50,11
11,13,19,32,47,21
18,20,23,48,49,10
03,09,20,26,27,50
05,12,16,22,24,48
01,08,09,19,22,21
13,24,26,32,47,34
16,31,37,40,41,5
04,41,48,50,51,23
25,26,38,42,46,27
30,39,41,47,52,27
07,17,18,34,50,18
15,16,28,34,51,33
06,14,28,37,46,3
08,21,29,42,51,34
11,14,26,30,39,3
08,24,39,43,52,43
10,14,41,46,49,52
03,07,21,29,49,46
02,13,14,24,46,34
03,05,09,16,31,28
04,08,30,36,52,48
01,15,19,40,51,26
08,25,33,42,49,40
03,21,27,31,43,34
11,16,19,22,46,5
07,16,20,40,52,8
06,17,44,49,51,39
03,28,45,48,50,24
17,19,37,47,48,14
02,07,16,28,36,47
05,10,22,23,43,37
09,10,14,41,49,35
08,15,34,39,47,4
16,20,26,36,48,32
10,31,40,48,51,38
06,20,27,34,51,22
09,11,17,26,41,29
18,34,43,47,50,25
10,42,43,45,51,1
07,21,30,32,37,15
23,27,30,33,36,5
08,32,34,42,50,21
01,02,04,05,46,8
07,10,19,26,44,5
24,32,37,40,51,12
04,06,10,21,25,21
31,39,42,49,51,35
08,23,36,49,51,10
06,31,32,42,51,42
02,05,11,18,45,22
05,19,20,45,48,44
02,13,20,23,43,6
22,31,33,44,52,43
03,10,15,18,25,52
07,17,23,43,44,26
02,06,38,40,50,14
10,16,23,28,31,7
02,06,22,27,44,1
20,27,28,37,49,32
10,12,29,32,38,7
07,15,24,37,46,9
10,24,35,49,52,47
13,19,23,38,47,15
26,29,31,44,48,40
11,20,26,29,41,41
14,22,32,35,44,6
18,31,49,50,51,4
04,18,21,27,41,50
13,18,32,39,49,6
06,13,18,27,45,18
04,08,32,37,43,2
05,06,09,33,44,52
14,22,27,28,42,13
03,25,29,30,48,48
12,28,45,46,52,47
06,21,22,29,32,24
02,04,32,44,52,36
04,28,39,41,44,9
15,18,25,33,47,30
